Python run.py --algo GLOVE --lr 0.001 --embed_size 300 --hidden_size 8 --emb_file ./glove/glove.6B.300d.txt --review_file ./data/reviews.txt --label_file ./data/labels.txt, 0.84
python run.py --algo BOW --lr 0.0001 --hidden_size 8 --review_file ./data/reviews.txt --label_file ./data/labels.txt, 0.91
